ip,hostname,city,region,country,loc,org,postal,timezone,anycast
167.89.230.6,,Mineola,Texas,US,"32.6632,-95.4883",AS40317 Peoples Communications Inc.,75773,America/Chicago,
137.119.92.119,137-119-92-119.peoplescom.net,Mineola,Texas,US,"32.6632,-95.4883",AS40317 Peoples Communications Inc.,75773,America/Chicago,
59.148.127.99,059148127099.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
76.180.102.33,cpe-76-180-102-33.buffalo.res.rr.com,Buffalo,New York,US,"42.8840,-78.8597",AS11351 Charter Communications Inc,14204,America/New_York,
14.198.221.126,014198221126.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
195.32.122.78,host78-122-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
203.176.209.86,203176209086.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
199.116.167.32,mercury-stage-stats-proto-vip.savagebeast.com,San Jose,California,US,"37.3394,-121.8950","AS22518 Pandora Media, Inc",95103,America/Los_Angeles,
131.93.157.69,131-093-157-069.res.spectrum.com,Ironwood,Michigan,US,"46.4547,-90.1710",AS20115 Charter Communications,49938,America/Menominee,
155.137.240.4,155137240004.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
17.253.75.9,jposa3-edge-bx-005.aaplimg.com,Osaka,Ōsaka,JP,"34.6866,135.5196",AS6185 Apple Inc.,540-0008,Asia/Tokyo,
17.253.60.197,sgsin3-edge-get-003.b.aaplimg.com,Singapore,Singapore,SG,"1.2897,103.8501",AS714 Apple Inc.,018989,Asia/Singapore,
164.160.21.123,,Johannesburg,Gauteng,ZA,"-26.2023,28.0436",AS328057 D and D Tactical (Pty) Ltd,2041,Africa/Johannesburg,
58.176.236.175,058176236175.ctinets.com,Tseung Kwan O,Sai Kung,HK,"22.3279,114.2499",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
17.253.68.69,jptyo5-edge-get-003.a.aaplimg.com,Tokyo,Tokyo,JP,"35.6895,139.6917",AS6185 Apple Inc.,101-8656,Asia/Tokyo,
123.203.133.211,123203133211.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
5.180.237.204,host005180237204.static.fidoka.tech,Tolentino,The Marches,IT,"43.2092,13.2852",AS200148 FIDOKA SRL,62029,Europe/Rome,
75.181.160.36,075-181-160-036.res.spectrum.com,Charlotte,North Carolina,US,"35.2358,-80.8964",AS11426 Charter Communications Inc,28208,America/New_York,
91.220.238.248,ip-91.220.238.248.axaubezpieczenia.pl,Warsaw,Mazovia,PL,"52.2298,21.0118",AS197472 UNIQA Towarzystwo Ubezpieczen S.A.,00-002,Europe/Warsaw,
77.37.144.240,broadband-77-37-144-240.ip.moscow.rt.ru,Moscow,Moscow,RU,"55.7522,37.6156",AS42610 PJSC Rostelecom,101000,Europe/Moscow,
138.19.115.58,138019115058.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
207.43.78.137,207-43-78-137.web-access.net,Melvin,Texas,US,"31.4167,-99.7171",AS18618 west central wireless,76862,America/Chicago,
83.136.109.145,host-145-109-136-83.retail.pianetafibra.it,Milan,Lombardy,IT,"45.4618,9.1406",AS49367 Seflow s.r.l.,20152,Europe/Rome,
67.206.122.176,176-122-206-67-in-addr-arpa.brightok.net,Lone Grove,Oklahoma,US,"34.1754,-97.2628",AS8025 BrightNet Oklahoma,73443,America/Chicago,
1.64.80.63,1-64-80-063.static.netvigator.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS4760 HKT Limited,,Asia/Hong_Kong,
207.40.144.211,,Lake Brownwood,Texas,US,"31.8357,-99.0078",AS18618 west central wireless,76801,America/Chicago,
167.89.208.124,,Alba,Texas,US,"32.7929,-95.6344",AS40317 Peoples Communications Inc.,75410,America/Chicago,
195.32.121.205,host205-121-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
121.134.154.175,,Seoul,Seoul,KR,"37.5570,126.9948",AS4766 Korea Telecom,04626,Asia/Seoul,
176.28.27.127,svi-byod-sentry.ebf.de,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
58.176.152.76,058176152076.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
167.142.220.165,,Adair,Iowa,US,"41.5005,-94.6436",AS5056 Aureon Network Services,50002,America/Chicago,
95.181.245.51,,Yubileyny,Moscow Oblast,RU,"55.9333,37.8333",AS59793 Corporate Internet Service Provider LLC,141090,Europe/Moscow,
125.168.189.23,23.189.168.125.sta.wbroadband.net.au,Sydney,New South Wales,AU,"-33.8678,151.2073",AS9443 Vocus Retail,1001,Australia/Sydney,
195.32.115.76,host76-115-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
123.203.178.175,123203178175.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
69.26.153.224,69-26-153-224.mxu.aerioconnect.net,Los Angeles,California,US,"34.0522,-118.2437","AS23316 Bel Air Internet, LLC",90009,America/Los_Angeles,
72.239.126.15,072-239-126-015.res.spectrum.com,Orlando,Florida,US,"28.4637,-81.3948","AS33363 Charter Communications, Inc",32809,America/New_York,
61.16.78.78,,Singapore,Singapore,SG,"1.3556,103.7962",AS23856 SPTEL PTE. LTD.,588398,Asia/Singapore,
195.32.124.199,host199-124-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
17.253.14.65,defra1-edge-get-001.a.aaplimg.com,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",AS6185 Apple Inc.,60306,Europe/Berlin,
167.99.66.185,,Singapore,Singapore,SG,"1.3215,103.6957","AS14061 DigitalOcean, LLC",627753,Asia/Singapore,
167.89.212.144,,Quinlan,Texas,US,"32.9104,-96.1355",AS40317 Peoples Communications Inc.,75474,America/Chicago,
92.33.254.59,92-33-254-59.customers.ownit.se,Lysekil,Västra Götaland,SE,"58.2743,11.4358",AS2119 Telenor Norge AS,453 00,Europe/Stockholm,
61.129.248.95,,Shanghai,Shanghai,CN,"31.2222,121.4581",AS4812 China Telecom (Group),,Asia/Shanghai,
68.168.207.4,,Josephine,Texas,US,"33.0612,-96.3072",AS40317 Peoples Communications Inc.,75164,America/Chicago,
121.154.145.135,,Gunsan,Jeollabuk-do,KR,"35.9786,126.7114",AS4766 Korea Telecom,54022,Asia/Seoul,
167.89.227.35,,Yantis,Texas,US,"32.9304,-95.5750",AS40317 Peoples Communications Inc.,75497,America/Chicago,
185.32.182.122,,Prague,Prague,CZ,"50.0880,14.4208",AS200918 Pavel Zizka,110 00,Europe/Prague,
67.221.139.3,,Emory,Texas,US,"32.8746,-95.7655",AS40317 Peoples Communications Inc.,75440,America/Chicago,
155.137.215.196,155137215196.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
195.32.124.118,host118-124-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
92.248.252.115,92x248x252x115.static-customer.ekat.ertelecom.ru,Yekaterinburg,Sverdlovsk Oblast,RU,"56.8519,60.6122","AS51604 JSC ""ER-Telecom Holding""",620000,Asia/Yekaterinburg,
38.125.76.130,,New York City,New York,US,"40.7143,-74.0060","AS29852 Honest Networks, LLC",10001,America/New_York,
69.169.0.195,ns1648.ztomy.com,New York City,New York,US,"40.7143,-74.0060","AS29852 Honest Networks, LLC",10001,America/New_York,
17.253.29.209,uklon5-vip-bx-008.a.aaplimg.com,Slough,England,GB,"51.5095,-0.5954",AS6185 Apple Inc.,SL1,Europe/London,
190.11.158.99,99.158.11.190.itc.com.ar,Embalse,Cordoba,AR,"-32.1800,-64.4181",AS52420 Intercom SRL,5856,America/Argentina/Cordoba,
104.244.112.192,mcfi-uu.myakkatech.com,Utopia,Florida,US,"27.2901,-82.3601","AS16803 Myakka Technologies, Inc.",34240,America/New_York,
176.28.27.79,polizei-sa-sentry.telekom.ebf.de,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
17.253.17.63,usscz2-edge-bx-032.aaplimg.com,Santa Clara,California,US,"37.3541,-121.9552",AS6185 Apple Inc.,95050,America/Los_Angeles,
14.137.210.80,14-137-210-80.sta.wbroadband.net.au,Melbourne,Victoria,AU,"-37.8140,144.9633",AS9443 Vocus Retail,3000,Australia/Melbourne,
14.198.203.251,014198203251.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
69.5.110.124,dynamic-69-5-110-124.molalla.net,Molalla,Oregon,US,"45.1473,-122.5770",AS18516 Molalla Communications Systems Inc.,97038,America/Los_Angeles,
17.253.118.25,sgsin8-edge-bx-005.aaplimg.com,Singapore,Singapore,SG,"1.2897,103.8501",AS6185 Apple Inc.,018989,Asia/Singapore,
104.244.112.184,mcfi-uu.myakkatech.com,Samoset,Florida,US,"27.3648,-82.1849","AS16803 Myakka Technologies, Inc.",34251,America/New_York,
195.32.122.36,host36-122-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
17.253.127.51,usdal4-edge-bx-026.b.aaplimg.com,Dallas,Texas,US,"32.7831,-96.8067",AS714 Apple Inc.,75201,America/Chicago,
88.149.164.216,88-149-164-216.static.eolo.it,Rome,Lazio,IT,"41.8919,12.5113",AS35612 EOLO S.p.A.,00118,Europe/Rome,
60.227.133.119,cpe-60-227-133-119.nb02.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
58.26.39.48,,Kuala Lumpur,Kuala Lumpur,MY,"3.1412,101.6865",AS4788 TM TECHNOLOGY SERVICES SDN. BHD.,50050,Asia/Kuala_Lumpur,
88.195.5.131,dsl-kpobng11-58c305-131.dhcp.inet.fi,Kuopio,North Savo,FI,"62.8924,27.6770",AS1759 Telia Finland Oyj,70110,Europe/Helsinki,
72.172.209.209,72-172-209-209.fidnet.com,Gerald,Missouri,US,"38.3998,-91.3307",AS11976 Fidelity Communication International Inc.,63037,America/Chicago,
185.148.122.73,pec.pama.sniq.natixis.com,Paris,Île-de-France,FR,"48.8534,2.3488",AS39899 NATIXIS SA,75000,Europe/Paris,
110.235.63.238,110235063238.ctinets.com,Fanling,North,HK,"22.4949,114.1395",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
185.60.96.201,,Braunschweig,Lower Saxony,DE,"52.2659,10.5267",AS205505 Volkswagen Financial Services AG,38100,Europe/Berlin,
203.7.171.179,,Curug,Banten,ID,"-6.2658,106.5564",AS55691 Universitas Multimedia Nusantara,,Asia/Jakarta,
62.138.212.255,,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
167.89.220.152,,Alba,Texas,US,"32.7929,-95.6344",AS40317 Peoples Communications Inc.,75410,America/Chicago,
154.27.30.130,,Jersey City,New Jersey,US,"40.7221,-74.0469","AS29852 Honest Networks, LLC",07302,America/New_York,
195.32.124.243,host243-124-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
144.6.97.97,,Gold Coast,Queensland,AU,"-28.0003,153.4309",AS4764 Aussie Broadband,4217,Australia/Brisbane,
207.40.144.46,,Santa Anna,Texas,US,"31.7421,-99.3217",AS18618 west central wireless,76878,America/Chicago,
104.172.153.191,cpe-104-172-153-191.socal.res.rr.com,Oxnard,California,US,"34.2141,-119.1750",AS20001 Charter Communications Inc,93030,America/Los_Angeles,
14.198.252.78,014198252078.hkmpcl.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS132252 HKMPCL-HK,,Asia/Hong_Kong,
58.177.18.53,058177018053.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
119.247.37.127,119247037127.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
208.123.232.103,dsl-232-103.geneseo.net,Geneseo,Illinois,US,"41.4481,-90.1543",AS15129 Geneseo Telephone Company,61254,America/Chicago,
61.239.165.195,061239165195.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
195.32.124.184,host184-124-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
183.179.212.238,183179212238.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
107.4.36.217,c-107-4-36-217.hsd1.mi.comcast.net,Grand Rapids,Michigan,US,"42.9634,-85.6681","AS7922 Comcast Cable Communications, LLC",49502,America/Detroit,
66.43.9.167,,Phoenix,Arizona,US,"33.4484,-112.0740","AS20303 BAM Broadband Opco, LLC",85071,America/Phoenix,
5.102.196.209,cust-209.196.102.5.018.net.il,Tel Aviv,Tel Aviv,IL,"32.0809,34.7806",AS47956 XFone 018 Ltd,,Asia/Jerusalem,
78.30.221.113,host-113-221-30-78.sevstar.net,Sevastopol,Sevastopol City,UA,"44.6080,33.5213",AS35816 Lancom Ltd.,,Europe/Simferopol,
162.248.236.246,,Mineola,Texas,US,"32.6632,-95.4883",AS40317 Peoples Communications Inc.,75773,America/Chicago,
154.27.24.73,,New York City,New York,US,"40.7185,-74.0025","AS29852 Honest Networks, LLC",10013,America/New_York,
104.10.34.182,104-10-34-182.lightspeed.mmphtn.sbcglobal.net,Helena-West Helena,Arkansas,US,"34.5291,-90.5900","AS7018 AT&T Services, Inc.",72342,America/Chicago,
58.182.208.103,103.208.182.58.starhub.net.sg,Singapore,Singapore,SG,"1.2897,103.8501",AS55430 Starhub Ltd,018989,Asia/Singapore,
58.169.64.17,cpe-58-169-64-17.wb02.wa.asp.telstra.net,Perth,Western Australia,AU,"-31.9522,115.8614",AS1221 Telstra Corporation Ltd,6000,Australia/Perth,
203.186.165.209,203186165209.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
66.220.138.7,wireless-fytvll-7.cvctx.com,Weimar,Texas,US,"29.7030,-96.7805","AS27235 COLORADO VALLEY COMMUNICATIONS, INC.",78962,America/Chicago,
121.200.38.169,121-200-38-169.customer.as10214.net,Perth,Western Australia,AU,"-31.9522,115.8614",AS10214 Pentanet Limited,6000,Australia/Perth,
167.89.216.100,,Pittsburg,Texas,US,"32.9954,-94.9658",AS40317 Peoples Communications Inc.,75686,America/Chicago,
175.113.130.181,,Gangseo-gu,Seoul,KR,"37.5306,126.8626",AS9318 SK Broadband Co Ltd,07786,Asia/Seoul,
17.253.15.135,defra1-edge-bx-026.a.aaplimg.com,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",AS6185 Apple Inc.,60306,Europe/Berlin,
17.253.71.203,jptyo7-vip-bx-003.aaplimg.com,Tokyo,Tokyo,JP,"35.6895,139.6917",AS6185 Apple Inc.,101-8656,Asia/Tokyo,
154.27.25.108,,New York City,New York,US,"40.7143,-74.0060","AS29852 Honest Networks, LLC",10001,America/New_York,
17.253.39.47,sesto4-edge-bx-024.aaplimg.com,Kista,Stockholm,SE,"59.4032,17.9448",AS6185 Apple Inc.,164 00,Europe/Stockholm,
159.196.85.74,159-196-85-74.9fc455.per.nbn.aussiebb.net,Perth,Western Australia,AU,"-31.9522,115.8614",AS4764 Aussie Broadband,6000,Australia/Perth,
72.179.133.22,072-179-133-022.res.spectrum.com,El Paso,Texas,US,"31.8092,-106.4247",AS11427 Charter Communications Inc,79906,America/Denver,
17.253.54.33,ushnl2-edge-bx-001.a.aaplimg.com,Honolulu,Hawaii,US,"21.3069,-157.8583",AS714 Apple Inc.,96802,Pacific/Honolulu,
45.30.21.240,45-30-21-240.lightspeed.nsvltn.sbcglobal.net,Nashville,Tennessee,US,"36.1678,-86.7837","AS7018 AT&T Services, Inc.",37219,America/Chicago,
17.253.67.13,ausyd2-edge-bx-007.aaplimg.com,Sydney,New South Wales,AU,"-33.8678,151.2073",AS6185 Apple Inc.,1001,Australia/Sydney,
43.254.147.168,,Shanghai,Shanghai,CN,"31.2222,121.4581",AS138421 China Unicom,,Asia/Shanghai,
195.32.9.51,host51-9-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
139.218.64.66,139-218-64-66.sta.dodo.net.au,Brisbane,Queensland,AU,"-27.4679,153.0281",AS9443 Vocus Retail,4000,Australia/Brisbane,
178.22.251.187,,Fermo,The Marches,IT,"43.1630,13.7227",AS203591 TECNO GENERAL S.R.L,63900,Europe/Rome,
61.16.84.10,,Singapore,Singapore,SG,"1.2933,103.8550",AS23856 SPTEL PTE. LTD.,189562,Asia/Singapore,
107.3.56.102,c-107-3-56-102.hsd1.pa.comcast.net,Lancaster,Pennsylvania,US,"40.0379,-76.3055","AS7922 Comcast Cable Communications, LLC",17611,America/New_York,
221.167.111.200,,Chinju,Gyeongsangnam-do,KR,"35.1928,128.0847",AS4766 Korea Telecom,52663,Asia/Seoul,
208.25.103.143,208-25-103-143.web-access.net,Santa Anna,Texas,US,"31.7421,-99.3217",AS18618 west central wireless,76878,America/Chicago,
162.255.186.166,166.186.255.162.in-addr.arpa.dsldhcp.westco.net,Cassville,West Virginia,US,"39.6656,-80.0637",AS40794 Westco Internet,26527,America/New_York,
88.84.63.44,,Grøa,Møre og Romsdal,NO,"62.6439,8.7247",AS61275 NEAS AS,6612,Europe/Oslo,
137.118.252.83,137-118-252-83.peoplescom.net,Forney,Texas,US,"32.7482,-96.4719",AS40317 Peoples Communications Inc.,75126,America/Chicago,
167.89.207.36,,Van,Texas,US,"32.5249,-95.6372",AS40317 Peoples Communications Inc.,75790,America/Chicago,
91.198.158.18,158-18.customer.interfibra.it,Campobasso,Molise,IT,"41.5595,14.6674",AS200553 Interfibra S.R.L.,86100,Europe/Rome,
113.11.246.8,,Port-Vila,Shefa,VU,"-17.7365,168.3137",AS9249 Telecom Vanuatu Limited,,Pacific/Efate,
58.176.10.105,058176010105.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
121.214.210.147,cpe-121-214-210-147.qb01.qld.asp.telstra.net,Brisbane,Queensland,AU,"-27.4679,153.0281",AS1221 Telstra Corporation Ltd,4000,Australia/Brisbane,
165.84.132.102,165084132102.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
67.55.173.151,snca-67-55-173-151.dsl.netins.net,Casey,Iowa,US,"41.5050,-94.5194",AS5056 Aureon Network Services,50048,America/Chicago,
79.11.35.162,host-79-11-35-162.business.telecomitalia.it,Azzano Decimo,Friuli Venezia Giulia,IT,"45.9094,12.6642",AS3269 Telecom Italia S.p.A.,33082,Europe/Rome,
110.141.43.113,,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
123.203.86.198,123203086198.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
167.89.220.98,,Emory,Texas,US,"32.8746,-95.7655",AS40317 Peoples Communications Inc.,75440,America/Chicago,
76.236.0.222,76-236-0-222.lightspeed.gdrpmi.sbcglobal.net,Portage,Michigan,US,"42.2011,-85.5800","AS7018 AT&T Services, Inc.",49002,America/Detroit,
176.36.107.138,host-176-36-107-138.b024.la.net.ua,Kyiv,Kyiv City,UA,"50.4547,30.5238",AS39608 Lanet Network Ltd,03027,Europe/Kyiv,
110.77.240.95,,Loei,Loei,TH,"17.4905,101.7275","AS131090 CAT TELECOM Public Company Ltd,CAT",42000,Asia/Bangkok,
71.12.5.110,071-012-005-110.res.spectrum.com,Greenville,South Carolina,US,"34.8526,-82.3940",AS20115 Charter Communications,29616,America/New_York,
73.42.226.142,c-73-42-226-142.hsd1.wa.comcast.net,Monroe,Washington,US,"47.8554,-121.9710","AS7922 Comcast Cable Communications, LLC",98272,America/Los_Angeles,
211.228.116.146,,Jeju City,Jeju-do,KR,"33.5097,126.5219",AS4766 Korea Telecom,63152,Asia/Seoul,
17.253.15.198,defra1-vip-bx-002.b.aaplimg.com,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",AS6185 Apple Inc.,60306,Europe/Berlin,
203.7.171.76,,Curug,Banten,ID,"-6.2658,106.5564",AS55691 Universitas Multimedia Nusantara,,Asia/Jakarta,
17.253.85.207,hkhkg1-vip-bx-007.aaplimg.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS6185 Apple Inc.,,Asia/Hong_Kong,
137.119.87.238,137-119-87-238.peoplescom.net,Alba,Texas,US,"32.7929,-95.6344",AS40317 Peoples Communications Inc.,75410,America/Chicago,
17.253.126.131,usdal4-edge-get-002.a.aaplimg.com,Dallas,Texas,US,"32.7831,-96.8067",AS714 Apple Inc.,75201,America/Chicago,
60.225.186.177,cpe-60-225-186-177.sb01.wa.asp.telstra.net,Adelaide,South Australia,AU,"-34.9287,138.5986",AS1221 Telstra Corporation Ltd,5000,Australia/Adelaide,
137.118.231.174,137-118-231-174.peoplescom.net,Yantis,Texas,US,"32.9304,-95.5750",AS40317 Peoples Communications Inc.,75497,America/Chicago,
208.123.240.71,dsl-240-71.geneseo.net,Colona,Illinois,US,"41.4839,-90.3532",AS15129 Geneseo Telephone Company,61241,America/Chicago,
120.152.48.139,cpe-120-152-48-139.nb03.nsw.asp.telstra.net,Townsville,Queensland,AU,"-19.2664,146.8057",AS1221 Telstra Corporation Ltd,4810,Australia/Brisbane,
69.135.166.232,069-135-166-232.biz.spectrum.com,Galion,Ohio,US,"40.7337,-82.7899",AS10796 Charter Communications Inc,44833,America/New_York,
167.89.215.144,,Josephine,Texas,US,"33.0612,-96.3072",AS40317 Peoples Communications Inc.,75164,America/Chicago,
122.116.106.142,122-116-106-142.hinet-ip.hinet.net,Taoyuan City,Taiwan,TW,"24.9937,121.2970",AS3462 Data Communication Business Group,,Asia/Taipei,
176.28.27.4,refra-mdm.telekom.ebf.de,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
64.18.245.12,user12-245.wireless.ocsnet.net,Lindsay,California,US,"36.2030,-119.0882",AS40523 OACYS TECHNOLOGY,93247,America/Los_Angeles,
101.182.196.85,cpe-101-182-196-85.qb11.qld.asp.telstra.net,Brisbane,Queensland,AU,"-27.4679,153.0281",AS1221 Telstra Corporation Ltd,4000,Australia/Brisbane,
176.28.29.65,n176-28-29-65.cnet.hosteurope.de,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
91.224.149.244,id2ndr-vm.tetaneutral.net,Toulouse,Occitanie,FR,"43.6043,1.4437",AS197422 Tetaneutral.net Association declaree,31000,Europe/Paris,
66.77.102.97,66-77-102-97.dia.static.centurylink.net,Chicago,Illinois,US,"41.8500,-87.6500","AS209 CenturyLink Communications, LLC",60666,America/Chicago,
17.253.57.37,defra3-edge-bx-019.aaplimg.com,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",AS6185 Apple Inc.,60306,Europe/Berlin,
120.74.174.204,fp784aaecc.chbd215.ap.nuro.jp,Narashino,Chiba,JP,"35.6818,140.0415",AS2527 Sony Network Communications Inc.,274-0071,Asia/Tokyo,
